sample_id,stream_group,minor_stream_group,date,glacial_frac,glacial_frac_sd,snowpack_frac,snowpack_frac_sd,prcp_act_frac,prcp_act_frac_sd,lentic_frac,lentic_frac_sd
2019_175_BlackmossRiverEastFork_29072019,Sioraq,Sioraq Blackmoss,29/07/2019,0.826,0.251,0.06,0.181,0.083,0.164,0.03,0.077
2019_176_BlackmossRiverSouthFork_29072019,Sioraq,Sioraq Blackmoss,29/07/2019,0.851,0.246,0.072,0.198,0.056,0.127,0.021,0.068
2019_178_UpperIceCanyonRiverMorning_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.858,0.255,0.092,0.231,0.037,0.095,0.013,0.046
2019_179_UpperIceCanyonRiverAfternoon_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.843,0.254,0.077,0.205,0.061,0.134,0.018,0.057
2019_180_IceCanyonRiverPreBankSpring_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.742,0.293,0.07,0.192,0.139,0.218,0.049,0.107
2019_185_IceCanyonAboveWaterfall_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.329,0.266,0.052,0.144,0.346,0.364,0.274,0.271
2019_187_IceCanyonBelowWaterfall_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.857,0.237,0.068,0.194,0.056,0.126,0.019,0.057
2019_191_UpperNorthForkFoxCanyon_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.762,0.278,0.06,0.176,0.127,0.204,0.051,0.111
2019_192_FoxCanyonBridgeNorthFork_29072019,Sioraq,Sioraq Tuto,29/07/2019,0.821,0.253,0.067,0.191,0.077,0.153,0.034,0.086
2019_193_FoxCanyonBridgeSouthFork_29072019,Sioraq,Sioraq Pingorsuit,29/07/2019,0.862,0.232,0.064,0.189,0.054,0.119,0.02,0.057
2019_194_FoxCanyonBridgeJointFlow_29072019,Sioraq,Other Sioraq,29/07/2019,0.759,0.279,0.06,0.179,0.123,0.203,0.057,0.118
2019_195_SouthRiverMouth_29072019,Sioraq,Sioraq Mouth,29/07/2019,0.414,0.288,0.048,0.139,0.292,0.342,0.246,0.254
2019_228_SouthRiverMouth_01082019,Sioraq,Sioraq Mouth,01/08/2019,0.863,0.234,0.062,0.186,0.055,0.124,0.02,0.064
2019_229_FoxCanyonBridgeNorthFork_01082019,Sioraq,Sioraq Tuto,01/08/2019,0.857,0.235,0.067,0.187,0.057,0.131,0.019,0.055
2019_230_FoxCanyonBridgeSouthFork_01082019,Sioraq,Sioraq Pingorsuit,01/08/2019,0.771,0.274,0.051,0.169,0.117,0.202,0.061,0.122
2019_232_IceRampPoolRiver_01082019,Sioraq,Sioraq Tuto Head,01/08/2019,0.752,0.286,0.071,0.195,0.13,0.207,0.047,0.099
2018_010_NorthRiverMouth_1,Pituffik,Pituffik Mouth,18/06/2018,0.238,0.264,0.587,0.308,0.15,0.285,0.024,0.063
2018_032_NorthRiverMouth_1,Pituffik,Pituffik Mouth,23/06/2018,0.245,0.253,0.648,0.274,0.084,0.207,0.023,0.059
2018_033_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,23/06/2018,0.123,0.149,0.833,0.17,0.031,0.103,0.013,0.035
2018_043_NorthRiverMouth_1,Pituffik,Pituffik Mouth,27/06/2018,0.291,0.299,0.547,0.317,0.137,0.268,0.024,0.062
2018_044_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,27/06/2018,0.11,0.14,0.849,0.16,0.029,0.094,0.012,0.033
2018_047_IceWallStream_1,Pituffik,Pituffik Ice Wall Head,27/06/2018,0.114,0.143,0.831,0.174,0.04,0.118,0.015,0.042
2018_089_NorthRiverMouth_1,Pituffik,Pituffik Mouth,02/07/2018,0.242,0.3,0.248,0.297,0.465,0.405,0.045,0.103
2018_134_NorthRiverMouth_1,Pituffik,Pituffik Mouth,08/07/2018,0.503,0.35,0.357,0.307,0.116,0.243,0.024,0.062
2018_135_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,08/07/2018,0.678,0.313,0.254,0.273,0.053,0.157,0.016,0.044
2018_136_NorthRiverShelter5.8_08.07.18,Pituffik,Pituffik Ice Wall,08/07/2018,0.265,0.265,0.633,0.281,0.082,0.198,0.02,0.051
2018_140_NorthRiverMouth_1,Pituffik,Pituffik Mouth,11/07/2018,0.297,0.32,0.342,0.324,0.327,0.382,0.035,0.082
2018_141_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,11/07/2018,0.514,0.358,0.278,0.289,0.177,0.302,0.031,0.076
2018_142_NorthRiverShelter5.8_11.07.18,Pituffik,Pituffik Ice Wall,11/07/2018,0.116,0.143,0.842,0.16,0.029,0.087,0.013,0.036
2018_198_NorthRiverMouth_1,Pituffik,Pituffik Mouth,07/08/2018,0.788,0.266,0.127,0.195,0.06,0.166,0.025,0.068
2018_208_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,10/08/2018,0.714,0.312,0.137,0.206,0.114,0.24,0.036,0.088
2018_209_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,10/08/2018,0.714,0.305,0.186,0.239,0.076,0.191,0.024,0.067
2018_211_IceWallStream_1,Pituffik,Pituffik Ice Wall Head,10/08/2018,0.745,0.291,0.163,0.225,0.069,0.18,0.024,0.065
2018_217_NorthRiverMouth_1,Pituffik,Pituffik Mouth,15/08/2018,0.768,0.276,0.175,0.237,0.04,0.127,0.017,0.051
2018_218_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,15/08/2018,0.784,0.267,0.154,0.22,0.045,0.141,0.017,0.053
2018_219_NorthRiverShelter5.8_15.08.18,Pituffik,Pituffik Ice Wall,15/08/2018,0.655,0.332,0.186,0.246,0.127,0.251,0.033,0.079
2018_231_NorthRiverMouth_1,Pituffik,Pituffik Mouth,19/07/2018,0.549,0.35,0.319,0.297,0.11,0.236,0.023,0.062
2018_232_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,19/07/2018,0.525,0.359,0.193,0.253,0.236,0.331,0.046,0.1
2018_242_NorthRiverMouth_1,Pituffik,Pituffik Mouth,30/07/2018,0.504,0.357,0.291,0.292,0.176,0.298,0.029,0.073
2018_243_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,30/07/2018,0.22,0.27,0.098,0.176,0.57,0.405,0.112,0.193
2018_244_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,30/07/2018,0.186,0.256,0.28,0.313,0.494,0.406,0.041,0.098
2018_252_NorthRiverMouth_1,Pituffik,Pituffik Mouth,03/08/2018,0.581,0.35,0.226,0.264,0.164,0.284,0.029,0.072
2018_253_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,03/08/2018,0.151,0.213,0.058,0.119,0.573,0.435,0.218,0.288
2018_254_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,03/08/2018,0.544,0.349,0.332,0.303,0.099,0.223,0.024,0.065
2018_280_NorthRiverMouth_1,Pituffik,Pituffik Mouth,20/08/2018,0.71,0.304,0.225,0.258,0.05,0.148,0.016,0.045
2019_001_NorthRiverMouth_17072019,Pituffik,Pituffik Mouth,17/07/2019,0.721,0.299,0.18,0.231,0.076,0.188,0.023,0.064
2019_002_NorthRiverShelter2SouthFork_17072019,Pituffik,Pituffik Snoutwash,17/07/2019,0.761,0.285,0.18,0.239,0.044,0.144,0.015,0.048
2019_003_NorthRiverShelter5.8_17072019,Pituffik,Pituffik Ice Wall,17/07/2019,0.729,0.298,0.178,0.237,0.07,0.178,0.023,0.065
2019_023_NorthRiverMouth_19072019,Pituffik,Pituffik Mouth,19/07/2019,0.675,0.315,0.255,0.272,0.053,0.151,0.017,0.052
2019_024_NorthRiverShelterSouthFork_19072019,Pituffik,Pituffik Snoutwash,19/07/2019,0.7,0.305,0.232,0.261,0.051,0.154,0.017,0.053
2019_025_NorthRiverShelter5.8_19072019,Pituffik,Pituffik Ice Wall,19/07/2019,0.671,0.317,0.256,0.275,0.055,0.156,0.018,0.051
2019_056_NorthRiverMouth_22072019,Pituffik,Pituffik Mouth,22/07/2019,0.736,0.299,0.119,0.19,0.107,0.231,0.038,0.091
2019_057_NorthRiverShelter2SouthFork_22072019,Pituffik,Pituffik Snoutwash,22/07/2019,0.741,0.295,0.114,0.186,0.108,0.23,0.038,0.087
2019_058_NorthRiverShelter5.8_22072019,Pituffik,Pituffik Ice Wall,22/07/2019,0.772,0.274,0.167,0.227,0.044,0.139,0.017,0.053
2019_088_NorthRiverShelter2SouthFork_23072019,Pituffik,Pituffik Snoutwash,23/07/2019,0.727,0.297,0.132,0.198,0.107,0.229,0.035,0.083
2019_117_IceWallRiver_NriverHead_25072019,Pituffik,Pituffik Ice Wall Head,25/07/2019,0.717,0.302,0.183,0.237,0.076,0.189,0.023,0.062
2019_142_NorthRiverMouth_26072019,Pituffik,Pituffik Mouth,26/07/2019,0.345,0.327,0.112,0.186,0.434,0.403,0.109,0.178
2019_143_NorthRiverShelter2SouthFork_26072019,Pituffik,Pituffik Snoutwash,26/07/2019,0.721,0.302,0.179,0.233,0.078,0.195,0.022,0.058
2019_144_NorthRiverShelter5.8_26072019,Pituffik,Pituffik Ice Wall,26/07/2019,0.735,0.29,0.205,0.251,0.044,0.138,0.016,0.05
2019_197_NorthRiverMouth_30072019,Pituffik,Pituffik Mouth,30/07/2019,0.741,0.292,0.161,0.222,0.077,0.193,0.021,0.06
2019_198_NorthRiverShelter2SouthFork_30072019,Pituffik,Pituffik Snoutwash,30/07/2019,0.762,0.275,0.18,0.234,0.043,0.133,0.016,0.045
2019_199_NorthRiverShelter5.8_30072019,Pituffik,Pituffik Ice Wall,30/07/2019,0.489,0.356,0.119,0.196,0.314,0.374,0.079,0.143
2019_200_NorthRiverMouthLateAfternoonMaxFlow_30072019,Pituffik,Pituffik Mouth,30/07/2019,0.35,0.327,0.109,0.186,0.426,0.403,0.116,0.185
2019_209_IceWallRiverHikeStart_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.723,0.305,0.127,0.198,0.115,0.239,0.035,0.083
2019_210_IceWallRiverHikeEnd_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.769,0.275,0.14,0.206,0.067,0.176,0.024,0.069
2019_211_IceWallRiverUpperIceWall_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.738,0.293,0.165,0.225,0.074,0.19,0.023,0.06
2019_212_IceWallRiverBelowWaterslide_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.773,0.278,0.137,0.207,0.066,0.176,0.024,0.065
2019_213_IceWallRiverMiddleWaterslide_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.775,0.272,0.165,0.225,0.042,0.132,0.019,0.057
2019_214_IceWallRiverUpperWaterslide_31072019,Pituffik,Pituffik Ice Wall Head,31/07/2019,0.715,0.304,0.187,0.242,0.076,0.188,0.022,0.061
2019_225_NorthRiverMouth_01082019,Pituffik,Pituffik Mouth,01/08/2019,0.755,0.283,0.178,0.234,0.048,0.153,0.018,0.057
2019_226_NorthRiverShelter2SouthFork_01082019,Pituffik,Pituffik Snoutwash,01/08/2019,0.698,0.317,0.147,0.215,0.121,0.248,0.035,0.081
2019_227_NorthRiverShelter5.8_01082019,Pituffik,Pituffik Ice Wall,01/08/2019,0.478,0.354,0.123,0.199,0.327,0.374,0.073,0.136
2018_009_SouthRiverMouth_1,Sioraq,Sioraq Mouth,18/06/2018,0.237,0.228,0.645,0.245,0.095,0.182,0.023,0.054
2018_026_FertilizerPlotLowerDrainage_1,Sioraq,Sioraq Blackmoss,22/06/2018,0.522,0.325,0.208,0.234,0.223,0.277,0.047,0.093
2018_034_SouthRiverMouth_1,Sioraq,Sioraq Mouth,23/06/2018,0.248,0.231,0.639,0.246,0.09,0.178,0.023,0.054
2018_045_SouthRiverMouth_1,Sioraq,Sioraq Mouth,27/06/2018,0.218,0.214,0.667,0.234,0.091,0.173,0.023,0.052
2018_090_SouthRiverMouth_1,Sioraq,Sioraq Mouth,02/07/2018,0.311,0.284,0.254,0.26,0.389,0.336,0.046,0.093
2018_124_FoxCanyonBridgeNorthFork_1,Sioraq,Sioraq Tuto,07/07/2018,0.421,0.3,0.517,0.282,0.046,0.109,0.016,0.042
2018_125_FoxCanyonBridgeSouthFork_1,Sioraq,Sioraq Pingorsuit,07/07/2018,0.182,0.175,0.762,0.182,0.039,0.093,0.016,0.038
2018_126_FoxCanyonBridgeJointFlow_07.07.18,Sioraq,Other Sioraq,07/07/2018,0.287,0.24,0.647,0.235,0.048,0.11,0.017,0.042
2018_137_SouthRiverMouth_1,Sioraq,Sioraq Mouth,08/07/2018,0.445,0.311,0.449,0.283,0.085,0.171,0.021,0.05
2018_143_SouthRiverMouth_1,Sioraq,Sioraq Mouth,11/07/2018,0.402,0.314,0.376,0.287,0.189,0.268,0.032,0.07
2018_144_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,11/07/2018,0.451,0.313,0.435,0.283,0.091,0.176,0.023,0.054
2018_145_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,11/07/2018,0.147,0.154,0.776,0.18,0.057,0.125,0.019,0.045
2018_166_BlackMossWash_1,Sioraq,Sioraq Blackmoss,16/07/2018,0.641,0.307,0.188,0.218,0.139,0.225,0.032,0.07
2018_196_OldMineRiver_1,Sioraq,Sioraq Blackmoss,03/08/2018,0.707,0.283,0.142,0.192,0.117,0.197,0.034,0.077
2018_199_SouthRiverMouth_1,Sioraq,Sioraq Mouth,07/08/2018,0.666,0.287,0.11,0.161,0.163,0.237,0.061,0.113
2018_220_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,15/08/2018,0.78,0.241,0.125,0.177,0.07,0.144,0.026,0.062
2018_221_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,15/08/2018,0.676,0.293,0.207,0.23,0.093,0.174,0.024,0.061
2018_225_SouthRiverMouth_1,Sioraq,Sioraq Mouth,16/08/2018,0.786,0.235,0.121,0.173,0.069,0.143,0.025,0.061
2018_235_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,20/07/2018,0.439,0.324,0.344,0.283,0.187,0.264,0.031,0.07
2018_245_SouthRiverMouth_1,Sioraq,Sioraq Mouth,30/07/2018,0.447,0.316,0.256,0.253,0.259,0.293,0.039,0.08
2018_246_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,27/07/2018,0.425,0.308,0.183,0.221,0.334,0.319,0.058,0.11
2018_247_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,27/07/2018,0.531,0.321,0.271,0.253,0.167,0.246,0.031,0.068
2018_249_FertilizerRidgeFlow_1,Sioraq,Sioraq Blackmoss,01/08/2018,0.42,0.312,0.188,0.221,0.334,0.318,0.059,0.111
2018_255_FoxCanyonNorthFork_1,Sioraq,Sioraq Tuto,03/08/2018,0.675,0.289,0.166,0.207,0.127,0.207,0.032,0.071
2018_256_FoxCanyonSouthFork_1,Sioraq,Sioraq Pingorsuit,03/08/2018,0.604,0.311,0.306,0.271,0.07,0.149,0.019,0.049
2018_257_SouthRiverMouth_1,Sioraq,Sioraq Mouth,04/08/2018,0.595,0.311,0.156,0.2,0.199,0.263,0.05,0.097
2018_268_SouthRiverMouth_1,Sioraq,Sioraq Mouth,20/08/2018,0.772,0.245,0.13,0.179,0.074,0.147,0.024,0.06
2019_004_SouthRiverMouth_17072019,Sioraq,Sioraq Mouth,17/07/2019,0.8,0.234,0.11,0.171,0.063,0.138,0.027,0.069
2019_005_FoxRiverBridgeNorthFork_17072019,Sioraq,Sioraq Tuto,17/07/2019,0.748,0.261,0.107,0.16,0.105,0.188,0.04,0.088
2019_006_FoxRiverBridgeSouthFork_17072019,Sioraq,Sioraq Pingorsuit,17/07/2019,0.807,0.23,0.125,0.179,0.049,0.119,0.019,0.056
2019_007_FoxRiverBridgeJoint_17072019,Sioraq,Other Sioraq,17/07/2019,0.802,0.231,0.106,0.161,0.064,0.142,0.028,0.068
2019_008_FertilizerRidgeDrainage_17072019,Sioraq,Sioraq Blackmoss,17/07/2019,0.76,0.254,0.104,0.162,0.095,0.179,0.041,0.086
2019_017_FoxRiverBridgeNorthFork_18072019,Sioraq,Sioraq Tuto,18/07/2019,0.778,0.244,0.127,0.178,0.068,0.145,0.027,0.068
2019_018_FoxRiverBridgeSouthFork_18072019,Sioraq,Sioraq Pingorsuit,18/07/2019,0.77,0.243,0.132,0.181,0.073,0.145,0.025,0.063
2019_026_SouthRiverMouth_19072019,Sioraq,Sioraq Mouth,19/07/2019,0.784,0.24,0.146,0.192,0.05,0.115,0.019,0.052
2019_059_SouthRiverMouth_22072019,Sioraq,Sioraq Mouth,22/07/2019,0.769,0.248,0.091,0.149,0.094,0.175,0.045,0.098
2019_093_FoxRiverBridgeNorthFork_25072019,Sioraq,Sioraq Tuto,25/07/2019,0.806,0.228,0.103,0.157,0.066,0.144,0.025,0.065
2019_094_FoxRiverBridgeSouthFork_25072019,Sioraq,Sioraq Pingorsuit,25/07/2019,0.695,0.281,0.086,0.149,0.139,0.23,0.079,0.133
2019_148_FertilizerRidgeDrainageJointFlow_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.76,0.249,0.104,0.159,0.095,0.177,0.041,0.085
2019_149_FertilizerRidgeDrainageEastFork_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.794,0.234,0.112,0.166,0.068,0.143,0.027,0.066
2019_150_FertilizerRidgeDrainageSouthFork_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.759,0.257,0.099,0.159,0.099,0.182,0.043,0.09
2019_171_OldMineRiverDownstream_27072019,Sioraq,Sioraq Blackmoss,27/07/2019,0.806,0.226,0.103,0.158,0.064,0.143,0.027,0.067
2019_174_BlackmossRiverJointFlow_29072019,Sioraq,Sioraq Blackmoss,29/07/2019,0.696,0.278,0.094,0.152,0.146,0.227,0.064,0.115
2019_175_BlackmossRiverEastFork_29072019,Sioraq,Sioraq Blackmoss,29/07/2019,0.762,0.252,0.1,0.158,0.095,0.177,0.043,0.089
2019_176_BlackmossRiverSouthFork_29072019,Sioraq,Sioraq Blackmoss,29/07/2019,0.79,0.237,0.114,0.171,0.068,0.146,0.028,0.066
2019_178_UpperIceCanyonRiverMorning_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.814,0.221,0.123,0.175,0.045,0.111,0.019,0.05
2019_179_UpperIceCanyonRiverAfternoon_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.788,0.239,0.117,0.168,0.069,0.145,0.027,0.067
2019_180_IceCanyonRiverPreBankSpring_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.678,0.283,0.102,0.155,0.155,0.228,0.065,0.121
2019_185_IceCanyonAboveWaterfall_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.29,0.251,0.076,0.12,0.365,0.386,0.269,0.263
2019_187_IceCanyonBelowWaterfall_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.798,0.234,0.109,0.168,0.066,0.139,0.027,0.066
2019_191_UpperNorthForkFoxCanyon_29072019,Sioraq,Sioraq Tuto Head,29/07/2019,0.683,0.287,0.098,0.158,0.152,0.236,0.066,0.12
2019_192_FoxCanyonBridgeNorthFork_29072019,Sioraq,Sioraq Tuto,29/07/2019,0.761,0.251,0.1,0.154,0.097,0.181,0.043,0.091
2019_193_FoxCanyonBridgeSouthFork_29072019,Sioraq,Sioraq Pingorsuit,29/07/2019,0.814,0.219,0.096,0.151,0.062,0.134,0.028,0.065
2019_194_FoxCanyonBridgeJointFlow_29072019,Sioraq,Other Sioraq,29/07/2019,0.683,0.286,0.097,0.154,0.147,0.231,0.073,0.132
2019_195_SouthRiverMouth_29072019,Sioraq,Sioraq Mouth,29/07/2019,0.361,0.273,0.075,0.126,0.317,0.363,0.247,0.252
2019_228_SouthRiverMouth_01082019,Sioraq,Sioraq Mouth,01/08/2019,0.804,0.228,0.101,0.156,0.067,0.146,0.028,0.067
2019_229_FoxCanyonBridgeNorthFork_01082019,Sioraq,Sioraq Tuto,01/08/2019,0.801,0.231,0.11,0.165,0.062,0.137,0.027,0.064
2019_230_FoxCanyonBridgeSouthFork_01082019,Sioraq,Sioraq Pingorsuit,01/08/2019,0.697,0.284,0.08,0.136,0.141,0.232,0.081,0.147
2019_232_IceRampPoolRiver_01082019,Sioraq,Sioraq Tuto Head,01/08/2019,0.688,0.281,0.094,0.146,0.156,0.236,0.062,0.116
2018_010_NorthRiverMouth_1,Pituffik,Pituffik Mouth,18/06/2018,0.202,0.269,0.666,0.294,0.107,0.18,0.025,0.064
2018_032_NorthRiverMouth_1,Pituffik,Pituffik Mouth,23/06/2018,0.179,0.254,0.723,0.273,0.078,0.141,0.02,0.053
2018_033_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,23/06/2018,0.07,0.124,0.879,0.151,0.038,0.084,0.012,0.037
2018_043_NorthRiverMouth_1,Pituffik,Pituffik Mouth,27/06/2018,0.257,0.31,0.609,0.32,0.112,0.188,0.022,0.059
2018_044_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,27/06/2018,0.063,0.114,0.888,0.141,0.037,0.081,0.012,0.036
2018_047_IceWallStream_1,Pituffik,Pituffik Ice Wall Head,27/06/2018,0.071,0.126,0.872,0.158,0.042,0.093,0.015,0.043
2018_089_NorthRiverMouth_1,Pituffik,Pituffik Mouth,02/07/2018,0.336,0.322,0.31,0.317,0.306,0.293,0.048,0.099
2018_134_NorthRiverMouth_1,Pituffik,Pituffik Mouth,08/07/2018,0.509,0.376,0.369,0.339,0.101,0.172,0.021,0.062
2018_135_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,08/07/2018,0.701,0.337,0.227,0.297,0.056,0.116,0.015,0.051
2018_136_NorthRiverShelter5.8_08.07.18,Pituffik,Pituffik Ice Wall,08/07/2018,0.2,0.268,0.701,0.282,0.08,0.147,0.019,0.051
2018_140_NorthRiverMouth_1,Pituffik,Pituffik Mouth,11/07/2018,0.334,0.342,0.398,0.336,0.229,0.267,0.039,0.088
2018_141_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,11/07/2018,0.58,0.364,0.261,0.304,0.133,0.201,0.026,0.067
2018_142_NorthRiverShelter5.8_11.07.18,Pituffik,Pituffik Ice Wall,11/07/2018,0.066,0.118,0.883,0.143,0.038,0.079,0.013,0.038
2018_198_NorthRiverMouth_1,Pituffik,Pituffik Mouth,07/08/2018,0.812,0.259,0.106,0.201,0.061,0.124,0.021,0.065
2018_208_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,10/08/2018,0.775,0.279,0.108,0.207,0.088,0.155,0.029,0.076
2018_209_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,10/08/2018,0.764,0.297,0.148,0.244,0.069,0.14,0.018,0.056
2018_211_IceWallStream_1,Pituffik,Pituffik Ice Wall Head,10/08/2018,0.786,0.282,0.129,0.227,0.065,0.127,0.02,0.063
2018_217_NorthRiverMouth_1,Pituffik,Pituffik Mouth,15/08/2018,0.798,0.282,0.144,0.246,0.045,0.099,0.013,0.042
2018_218_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,15/08/2018,0.811,0.274,0.131,0.237,0.046,0.099,0.012,0.039
2018_219_NorthRiverShelter5.8_15.08.18,Pituffik,Pituffik Ice Wall,15/08/2018,0.709,0.321,0.16,0.254,0.104,0.17,0.027,0.071
2018_231_NorthRiverMouth_1,Pituffik,Pituffik Mouth,19/07/2018,0.562,0.372,0.322,0.33,0.094,0.164,0.022,0.062
2018_232_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,19/07/2018,0.614,0.343,0.172,0.257,0.176,0.229,0.038,0.088
2018_242_NorthRiverMouth_1,Pituffik,Pituffik Mouth,30/07/2018,0.521,0.377,0.312,0.327,0.139,0.21,0.028,0.072
2018_243_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,30/07/2018,0.353,0.286,0.132,0.201,0.367,0.313,0.148,0.2
2018_244_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,30/07/2018,0.249,0.292,0.399,0.336,0.304,0.301,0.049,0.1
2018_252_NorthRiverMouth_1,Pituffik,Pituffik Mouth,03/08/2018,0.641,0.349,0.21,0.284,0.122,0.192,0.026,0.07
2018_253_NorthRiverSouthForkShelter2_1,Pituffik,Pituffik Snoutwash,03/08/2018,0.243,0.231,0.092,0.149,0.336,0.349,0.329,0.286
2018_254_NorthRiverShelter5.8_1,Pituffik,Pituffik Ice Wall,03/08/2018,0.556,0.372,0.327,0.332,0.096,0.166,0.021,0.058
2018_280_NorthRiverMouth_1,Pituffik,Pituffik Mouth,20/08/2018,0.739,0.319,0.195,0.281,0.052,0.11,0.014,0.053
2019_001_NorthRiverMouth_17072019,Pituffik,Pituffik Mouth,17/07/2019,0.764,0.296,0.148,0.243,0.069,0.135,0.019,0.06
2019_002_NorthRiverShelter2SouthFork_17072019,Pituffik,Pituffik Snoutwash,17/07/2019,0.791,0.287,0.147,0.247,0.049,0.102,0.013,0.042
2019_003_NorthRiverShelter5.8_17072019,Pituffik,Pituffik Ice Wall,17/07/2019,0.766,0.294,0.149,0.244,0.068,0.133,0.017,0.054
2019_023_NorthRiverMouth_19072019,Pituffik,Pituffik Mouth,19/07/2019,0.7,0.336,0.228,0.298,0.057,0.125,0.014,0.044
2019_024_NorthRiverShelterSouthFork_19072019,Pituffik,Pituffik Snoutwash,19/07/2019,0.731,0.321,0.203,0.283,0.052,0.11,0.014,0.045
2019_025_NorthRiverShelter5.8_19072019,Pituffik,Pituffik Ice Wall,19/07/2019,0.698,0.342,0.232,0.304,0.056,0.116,0.014,0.046
2019_056_NorthRiverMouth_22072019,Pituffik,Pituffik Mouth,22/07/2019,0.787,0.265,0.096,0.19,0.088,0.15,0.029,0.077
2019_057_NorthRiverShelter2SouthFork_22072019,Pituffik,Pituffik Snoutwash,22/07/2019,0.795,0.261,0.088,0.186,0.084,0.149,0.032,0.083
2019_058_NorthRiverShelter5.8_22072019,Pituffik,Pituffik Ice Wall,22/07/2019,0.813,0.27,0.133,0.238,0.042,0.091,0.012,0.044
2019_088_NorthRiverShelter2SouthFork_23072019,Pituffik,Pituffik Snoutwash,23/07/2019,0.775,0.278,0.107,0.21,0.088,0.151,0.03,0.082
2019_117_IceWallRiver_NriverHead_25072019,Pituffik,Pituffik Ice Wall Head,25/07/2019,0.757,0.3,0.155,0.25,0.07,0.133,0.018,0.058
2019_142_NorthRiverMouth_26072019,Pituffik,Pituffik Mouth,26/07/2019,0.472,0.313,0.127,0.208,0.29,0.284,0.112,0.166
2019_143_NorthRiverShelter2SouthFork_26072019,Pituffik,Pituffik Snoutwash,26/07/2019,0.757,0.303,0.158,0.256,0.066,0.126,0.019,0.06
2019_144_NorthRiverShelter5.8_26072019,Pituffik,Pituffik Ice Wall,26/07/2019,0.769,0.303,0.172,0.269,0.046,0.101,0.013,0.045
2019_197_NorthRiverMouth_30072019,Pituffik,Pituffik Mouth,30/07/2019,0.782,0.282,0.135,0.232,0.066,0.128,0.017,0.051
2019_198_NorthRiverShelter2SouthFork_30072019,Pituffik,Pituffik Snoutwash,30/07/2019,0.787,0.29,0.154,0.252,0.046,0.099,0.014,0.052
2019_199_NorthRiverShelter5.8_30072019,Pituffik,Pituffik Ice Wall,30/07/2019,0.586,0.331,0.126,0.214,0.213,0.256,0.075,0.137
2019_200_NorthRiverMouthLateAfternoonMaxFlow_30072019,Pituffik,Pituffik Mouth,30/07/2019,0.483,0.314,0.115,0.198,0.283,0.288,0.118,0.173
